episode,node_start_id,node_start_oracle_id,oracle_dict,page_hit,activity_hit,fuzzy_pageimg_hit,fuzzy_page_main_uicomps_hit,uicomponent_set,uicomponent_nearFull_hit,uicomponent_keywords_hit,uicomponent_text_hit,uicomp_nearFull_hit_list,uicomp_keywords_hit_list,uicomp_text_hit_list,key_subtasks_total,completed_key_subtasks,pages_exec_total,pages_gen_total,pages_annotated_total,pages_annotated_hit,pages_no_annotation_nor_gen_total,assertion_states_exec_total,assertion_states_gen_total,assertion_states_annotated_total,assertion_states_annotated_hit,assertion_states_no_annotation_nor_gen_total,page_precision,page_recall,page_accuracy,page_f1,assertion_precision,assertion_recall,assertion_accuracy,assertion_f1,task_completion_rate
8425939885665187143,6,6,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
8220998894041399258,3,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.FUZZY: 'fuzzy'>: ['0']})",0,0,0,0,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
6920892466294256415,2,2,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
615146254683807741,9,9,"defaultdict(<class 'list'>, {<EssentialStateKeyword.EXACT: 'exact'>: ['0'], <EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
17938678572019502635,18,18,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['0']})",1,1,0,1,1,1,1,1,0,0,0,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
2143123778391820313,0,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.FUZZY: 'fuzzy'>: ['-1']})",0,0,0,0,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
2709332978052021498,18,18,"defaultdict(<class 'list'>, {<EssentialStateKeyword.EXACT: 'exact'>: ['0'], <EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
7035853841512486594,3,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",0,0,0,0,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
388098194778312464,7,7,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['3']})",1,1,0,1,1,1,1,1,3,3,3,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
427792410888378033,2,2,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
821873965856589741,6,6,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['6']})",1,1,0,1,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
1024517293080375339,9,9,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['0']})",1,1,0,1,1,1,1,1,0,0,0,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
10690658741533756795,1,1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
10816182174687306590,2,2,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
1332016557291859807,6,6,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['0']})",1,1,0,1,1,1,1,1,0,0,0,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
14866579479115948048,1,1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
112339337270558693,7,7,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['0']})",1,1,0,1,1,1,1,1,0,0,0,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
12072717654790012155,6,6,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.FUZZY: 'fuzzy'>: ['-1']})",1,1,0,1,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
10136307032389226297,13,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.EXACT: 'exact'>: ['0'], <EssentialStateKeyword.CLICK: 'click'>: ['1']})",0,0,0,0,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
10141029934822739021,7,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['0']})",0,0,0,0,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
10231265714996052503,10,10,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['0']})",1,1,0,1,1,1,1,1,0,0,0,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
10529094880631540491,6,6,"defaultdict(<class 'list'>, {<EssentialStateKeyword.EXACT: 'exact'>: ['4', '17'], <EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
12328916592710067202,7,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.FUZZY: 'fuzzy'>: ['-1'], <EssentialStateKeyword.CLICK: 'click'>: ['4'], <EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",0,0,0,0,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
1078852035958996113,13,13,"defaultdict(<class 'list'>, {<EssentialStateKeyword.EXACT: 'exact'>: ['2'], <EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
10965326115903821893,4,4,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['4']})",1,1,0,1,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
11193627935006566144,11,11,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.FUZZY: 'fuzzy'>: ['-1']})",1,1,0,1,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
11631772253949558470,2,2,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
13065134076605903239,0,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.CHECK_UNINSTALL: 'check_uninstall'>: ['Microsoft Authenticator']})",0,0,0,0,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
1289799277936902548,0,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.CHECK_INSTALL: 'check_install'>: ['Booking.com']})",0,0,0,0,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
12411529750813182311,0,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.CHECK_INSTALL: 'check_install'>: ['YouTube Kids']})",0,0,0,0,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
12332283688054386795,10,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['7']})",0,0,0,0,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
12329784371069414483,0,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.CHECK_INSTALL: 'check_install'>: ['Calculator']})",0,0,0,0,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
456252872880478313,0,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.CHECK_UNINSTALL: 'check_uninstall'>: ['Microsoft Excel']})",0,0,0,0,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
10764637231793248966,5,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.EXACT: 'exact'>: ['2'], <EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",0,0,0,0,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
1113309466888726728,1,1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.FUZZY: 'fuzzy'>: ['2', '5'], <EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
16713501499318826779,13,13,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
18111418915520682125,0,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.CHECK_UNINSTALL: 'check_uninstall'>: ['Duolingo']})",0,0,0,0,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
10025436101560086995,5,5,"defaultdict(<class 'list'>, {<EssentialStateKeyword.FUZZY: 'fuzzy'>: ['168'], <EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
10211715098999396623,7,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.EXACT: 'exact'>: ['16', '4', '13']})",0,0,0,0,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
0,13,13,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['1']})",1,1,1,1,1,1,1,1,1,1,1,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
11,2,2,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,1,1,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
17,3,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",0,0,0,0,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
21,7,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.EXACT: 'exact'>: ['17']})",0,0,0,0,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
23,13,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",0,0,0,0,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
30,7,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['37', '8']})",0,0,0,0,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
33,17,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['1']})",0,0,0,0,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
37,7,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.CLICK: 'click'>: ['10']})",0,0,0,0,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
38,7,7,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,0,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
38,19,19,"defaultdict(<class 'list'>, {<EssentialStateKeyword.EXACT: 'exact'>: ['10'], <EssentialStateKeyword.ACTIVITY: 'activity'>: ['0']})",1,1,0,1,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
6,6,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['5']})",0,0,0,0,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
74876621317193717445,6,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['16']})",0,0,0,0,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
20141417861271191469,13,13,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['9', '24']})",1,1,0,1,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
44735096960999425232,5,5,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['25', '39']})",1,1,0,1,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
06733627151764236573,13,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['1', '24', '25']})",0,0,0,0,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
47484432450999127923,14,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['2'], <EssentialStateKeyword.FUZZY: 'fuzzy'>: ['-1'], <EssentialStateKeyword.CLICK: 'click'>: ['3']})",0,0,0,0,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
34561995503958932589,11,11,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['1', '31', '32']})",1,1,0,1,1,1,1,1,"1,31","1,31","1,31",513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
09672191157215161117,8,8,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.FUZZY: 'fuzzy'>: ['-1'], <EssentialStateKeyword.EXACT: 'exact'>: ['10', '11']})",1,1,0,1,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
30803761202902138350,7,-1,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['11']})",0,0,0,0,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
39648868057232106265,11,11,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['18']})",1,1,1,1,1,0,0,1,,,18,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
44633808269373312290,6,5,"defaultdict(<class 'list'>, {<EssentialStateKeyword.EXACT: 'exact'>: ['0', '5'], <EssentialStateKeyword.CLICK: 'click'>: ['6']})",1,1,0,1,1,1,1,1,5,5,5,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
19505939444153171696,10,10,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['1']})",1,1,0,1,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
91057766383380374443,5,5,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['50']})",1,1,0,1,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
47784660364778702657,5,5,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['26']})",1,1,0,1,1,1,1,1,26,26,26,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
12648920236262695344,3,3,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['1']})",1,1,0,1,1,1,1,1,1,1,1,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
95847098127629167425,13,13,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['1']})",1,1,0,1,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
92951001023228433085,4,4,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['1']})",1,1,0,1,1,0,0,0,,,,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
92951001023228433085,14,14,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['9', '11']})",1,1,0,1,1,1,1,1,11,11,11,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
30401060773883871434,19,19,"defaultdict(<class 'list'>, {<EssentialStateKeyword.ACTIVITY: 'activity'>: ['0'], <EssentialStateKeyword.EXACT: 'exact'>: ['1']})",1,1,0,1,1,1,1,1,1,1,1,513,105,731,162,105,60,524,767,198,98,23,524,0.3704,0.5714,0.7989,0.4494,0.1162,0.2347,0.7132,0.1554,0.2047
